id,event_type,event_cause,corridor,junction,police_station,zone,road_closure_probability,predicted_duration_band,risk_level,risk_score,manpower,barricading,diversion,equipment,agency_alerts,hotspot_level,hotspot_score,actual_duration_band,target_road_closure,latitude,longitude,start_datetime,description,duration_band,is_peak_hour,valid_duration_label,prob_duration_long,prob_duration_medium,prob_duration_short,total_events,closure_rate,control_room,primary_trigger,playbook_json
FKID007462,unplanned,road_conditions,non-corridor,uttarahallijunction,k.s. layout,south zone 1,0.08026695,long,medium,44.57,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"reflective jackets, traffic cones","control room, traffic police",low,9.85,long,0,12.90708248,77.54605802,2024-01-03 21:08:03.340000+00:00,Due road digging vehicle flowing slow moment,long,0,1,0.7877695104266409,0.10631255715986478,0.10591793241349431,15,0.06666666666666667,Notify station control and monitor every 15 minutes.,default,"{""risk_level"": ""medium"", ""risk_score"": 44.57, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""reflective jackets"", ""traffic cones""], ""agency_alerts"": [""control room"", ""traffic police""], ""primary_trigger"": ""default""}"
FKID007464,unplanned,others,hosur road,cmp gatejunc,ashok nagar,central zone 1,0.79891986,medium,high,62.32,4-6 officers + 2 patrol units,Barricade readiness at affected arm and upstream junction.,Activate partial diversion and push advisory to nearby corridors.,"barricades, portable signage, reflective jackets, traffic cones",traffic police,low,14.55,long,0,12.9603888,77.606344,2024-01-03 21:29:16.148000+00:00,ರೋಡ್ ಮಧ್ಯ ಭಾಗದಿಂದ ಸೈಡಿಗೆ ಹಾಕಿಸಿ ಏನು [PERSON] ಇಲ್ಲ,long,0,1,0.19313711022908578,0.45356982420963654,0.35329306556127765,20,0.15,Control-room loop with field updates every 10 minutes.,default,"{""risk_level"": ""high"", ""risk_score"": 62.32, ""manpower"": ""4-6 officers + 2 patrol units"", ""barricading"": ""Barricade readiness at affected arm and upstream junction."", ""diversion"": ""Activate partial diversion and push advisory to nearby corridors."", ""control_room"": ""Control-room loop with field updates every 10 minutes."", ""equipment"": [""barricades"", ""portable signage"", ""reflective jackets"", ""traffic cones""], ""agency_alerts"": [""traffic police""], ""primary_trigger"": ""default""}"
FKID007472,unplanned,vehicle_breakdown,tumkur road,gokuldasimagesjunc,yeshwanthpura,west zone 1,0.0077015264,short,low,24.29,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,9.799999999999999,medium,0,13.0292598,77.5365019,2024-01-04 02:22:01.128000+00:00,Front tyre puncher traffic no problem,medium,1,1,0.0,0.2737578476208751,0.7262421523791248,28,0.0,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 24.29, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID007475,unplanned,vehicle_breakdown,non-corridor,bmtcjunction-k h road,halasuru gate,central zone 1,0.7882638,short,medium,51.68,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"barricades, clearance crew, portable signage, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,0.7,short,0,12.9586094,77.5932265,2024-01-04 05:22:49.170000+00:00,Double gear problem,short,0,1,0.0014981458590852905,0.40127957011556914,0.5972222840253456,2,0.0,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 51.68, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""barricades"", ""clearance crew"", ""portable signage"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID007477,unplanned,vehicle_breakdown,non-corridor,khodayscircle(dv urscircle),upparpet,central zone 2,0.3307575,short,medium,33.55,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,8.878571428571428,medium,0,12.9802583,77.5726617,2024-01-04 05:55:52.346000+00:00,Engine problem sir,medium,0,1,0.0,0.3047149163553691,0.6952850836446308,7,0.14285714285714285,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 33.55, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID007480,unplanned,vehicle_breakdown,mysore road,sirsicircle,chamarajpet,central zone 2,0.44461414,short,medium,36.95,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,3.15,short,0,12.9613113,77.5614505,2024-01-04 06:37:12.946000+00:00,Incoming BGS on flyover,short,0,1,0.00238377393626153,0.3279762015553534,0.6696400245083853,9,0.0,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 36.95, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID007485,unplanned,others,non-corridor,elitejunc,upparpet,central zone 2,0.37490872,medium,medium,39.5,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"reflective jackets, traffic cones",traffic police,low,2.0999999999999996,short,0,12.9754498,77.5756935,2024-01-04 20:13:14.551000+00:00,ಡಿಪೋ ನಂಬರ್ 2 ಶಾಂತಿನಗರ BMTC ಬಸ್ ನಂಬರ್ [VEHICLE] ಬಸ್ಸಿನ ಕ್ಲಚ್ ಜಾಮ್ ಆಗಿರುವುದರಿಂದ ಬಸ್ move ಆಗುತ್ತಿರುವುದಿಲ್ಲ ಸರ್.,short,0,1,0.1822888498245954,0.4855482226138128,0.3321629275615921,6,0.0,Notify station control and monitor every 15 minutes.,default,"{""risk_level"": ""medium"", ""risk_score"": 39.5, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""reflective jackets"", ""traffic cones""], ""agency_alerts"": [""traffic police""], ""primary_trigger"": ""default""}"
FKID007487,planned,public_event,non-corridor,binnymilljunction,chamarajpet,central zone 2,0.88939047,medium,critical,79.95,8+ officers + inspector oversight + 3 patrol units,Full barricade deployment and protected emergency lane.,Activate full diversion plan and public advisory immediately.,"barricades, crowd-control ropes, portable signage, reflective jackets, traffic cones","local law and order unit, traffic police",medium,19.75,medium,1,12.9688074,77.5679985,2024-01-04 21:06:15.166000+00:00,"ವರಪ್ರಸಾದ ಆಂಜಿನೇಯ ಸ್ವಾಮಿ ಟೆಂಪಲ್ ಓಪನಿಂಗ್ ಸರ್, ರಾಯನ ರೋಡ್ jn  traffic slow moving sir..",medium,0,1,0.16076977057339487,0.6383831224543529,0.20084710697225228,5,0.4,Dedicated control-room monitoring until clearance.,public_event,"{""risk_level"": ""critical"", ""risk_score"": 79.95, ""manpower"": ""8+ officers + inspector oversight + 3 patrol units"", ""barricading"": ""Full barricade deployment and protected emergency lane."", ""diversion"": ""Activate full diversion plan and public advisory immediately."", ""control_room"": ""Dedicated control-room monitoring until clearance."", ""equipment"": [""barricades"", ""crowd-control ropes"", ""portable signage"", ""reflective jackets"", ""traffic cones""], ""agency_alerts"": [""local law and order unit"", ""traffic police""], ""primary_trigger"": ""public_event""}"
FKID007488,unplanned,vehicle_breakdown,tumkur road,hesaraghattajunction,peenya,west zone 1,0.013383735,short,low,17.86,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,4.199999999999999,short,0,13.0436448,77.5092261,2024-01-04 21:44:28.375000+00:00,[LOCATION] station on flyover miltry goods vehicle off-road towards parle g toll vehicle traffic one side movement,short,0,1,0.0,0.3214257120608222,0.6785742879391781,12,0.0,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 17.86, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID007489,unplanned,others,non-corridor,chaudrayacircle/udayatvcircle(cantonmentjunc),r.t. nagar,central zone 2,0.09644625,short,low,12.55,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"reflective jackets, traffic cones",traffic police,low,0.7,short,0,12.9961133,77.596,2024-01-04 22:09:42.211000+00:00,[PERSON] gate towards old udaya tv BWSS water LAGGING sir slow MOVEMENT TRAFFIC sir,short,0,1,0.08593847339277619,0.2066016423719295,0.7074598842352942,2,0.0,Log and monitor.,default,"{""risk_level"": ""low"", ""risk_score"": 12.55, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""reflective jackets"", ""traffic cones""], ""agency_alerts"": [""traffic police""], ""primary_trigger"": ""default""}"
FKID007494,unplanned,vehicle_breakdown,tumkur road,tatainstitutecircle,yeshwanthpura,west zone 2,0.048519276,short,low,18.29,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,0.35,medium,0,13.01479,77.5637517,2024-01-04 23:06:47.031000+00:00,Off-road due to wheel axle cut,medium,0,1,0.0,0.40856207340035966,0.5914379265996401,1,0.0,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 18.29, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID007496,unplanned,vehicle_breakdown,mysore road,townhalljunction,halasuru gate,central zone 2,0.60892385,short,medium,47.45,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,13.5,short,1,12.9638691,77.5846174,2024-01-04 23:17:35.075000+00:00,Starting prabalm break down aagide,short,0,1,0.0,0.17206448178917289,0.8279355182108272,30,0.06666666666666667,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 47.45, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID007499,unplanned,vehicle_breakdown,magadi road,leprosyhospitaljunc,magadi road,central zone 2,0.029621614,short,low,21.71,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,14.57857142857143,medium,0,12.9749058,77.565832,2024-01-04 23:57:43.280000+00:00,Off-road due to starting problem yashwanthpura dipo number 08,medium,0,1,0.0,0.2904958842195356,0.709504115780464,21,0.14285714285714285,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 21.71, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID007505,unplanned,vehicle_breakdown,non-corridor,gopalgowdajunc,cubbon park,central zone 2,0.16244149,medium,medium,42.62,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,1.0499999999999998,medium,0,12.977485,77.590915,2024-01-05 02:44:31.738000+00:00,"BMTC bus punchered at gopalgowda circle towards [LOCATION] circle, There will be no obstruction to the smooth movement of vehicles.",medium,1,1,0.012617478401793742,0.6919608272501527,0.2954216943480533,3,0.0,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 42.62, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID007509,unplanned,others,non-corridor,elitejunc,upparpet,central zone 2,0.39821026,medium,medium,40.55,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"reflective jackets, traffic cones",traffic police,low,2.0999999999999996,medium,0,12.9758546,77.5746967,2024-01-05 06:17:15.352000+00:00,ಬಿಎಂಟಿಸಿ ಬಸ್ ಸ್ಟಾಟಿಂಗ ಪ್ರಾಬ್ಲಂ ನಿಂದ ರಸ್ತೆಯ  ಎಡಬದಿರುತ್ತದೆ ವಾಹನ ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ತೊಂದರೆ ಇರುವುದಿಲ್ಲ,medium,0,1,0.13274815181085628,0.6000700705774633,0.26718177761168016,6,0.0,Notify station control and monitor every 15 minutes.,default,"{""risk_level"": ""medium"", ""risk_score"": 40.55, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""reflective jackets"", ""traffic cones""], ""agency_alerts"": [""traffic police""], ""primary_trigger"": ""default""}"
FKID007510,unplanned,vehicle_breakdown,non-corridor,sandeepunnikrishnan-yelhanka,yelahanka,north zone 2,0.4636047,short,medium,39.39,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,8.425,short,0,13.1020634,77.5863894,2024-01-05 07:32:42.304000+00:00,Break down,short,0,1,0.001840064620355412,0.23663018324815702,0.7615297521314881,8,0.125,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 39.39, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID007513,unplanned,others,mysore road,sattelitebusstandjunc,byatarayanapura,west zone 2,0.31138775,long,high,56.98,4-6 officers + 2 patrol units,Barricade readiness at affected arm and upstream junction.,Activate partial diversion and push advisory to nearby corridors.,"barricades, portable signage, reflective jackets, traffic cones","control room, traffic police",medium,16.57142857142857,long,0,12.9526205,77.5414274,2024-01-05 08:42:20.304000+00:00,Traffic no problem,long,0,1,0.7176581567585053,0.17114414491253666,0.11119769832895854,42,0.023809523809523808,Control-room loop with field updates every 10 minutes.,default,"{""risk_level"": ""high"", ""risk_score"": 56.98, ""manpower"": ""4-6 officers + 2 patrol units"", ""barricading"": ""Barricade readiness at affected arm and upstream junction."", ""diversion"": ""Activate partial diversion and push advisory to nearby corridors."", ""control_room"": ""Control-room loop with field updates every 10 minutes."", ""equipment"": [""barricades"", ""portable signage"", ""reflective jackets"", ""traffic cones""], ""agency_alerts"": [""control room"", ""traffic police""], ""primary_trigger"": ""default""}"
FKID007514,unplanned,vehicle_breakdown,orr west 1,katriguppejunction,banashankari,west zone 1,0.13680008,short,low,23.42,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,4.199999999999999,short,0,12.9251594,77.5502933,2024-01-05 08:46:07.435000+00:00,TT vehicale Break Down  InNear Katriguppe Juction. [LOCATION],short,0,1,0.004892380787041918,0.24534413313103026,0.749763486081928,12,0.0,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 23.42, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID007521,unplanned,vehicle_breakdown,tumkur road,tumkurrdmarappanapalyajunc,yeshwanthpura,west zone 1,0.17994912,short,low,25.25,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,3.8499999999999996,short,0,13.0217114,77.5515223,2024-01-05 20:06:40.819000+00:00,Starting problem,short,0,1,0.0034259292934919147,0.27019353544151486,0.7263805352649932,11,0.0,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 25.25, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID007527,unplanned,vehicle_breakdown,non-corridor,millcornerrd-sampigerdjunc,sheshadripuram,central zone 2,0.19547437,short,low,25.01,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,0.7,medium,0,12.9932732,77.5714333,2024-01-05 23:57:19.973000+00:00,Joint problems,medium,0,1,0.0,0.35376289142968825,0.646237108570312,2,0.0,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 25.01, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID007531,unplanned,vehicle_breakdown,orr north 1,yeshwanthpuracircle,banaswadi,west zone 2,0.12428129,short,low,26.7,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,0.35,short,0,13.0177861,77.5555791,2024-01-06 02:10:42.791000+00:00,ಕಲ್ಯಾಣ ನಗರ ಸ್ಕೈ ವಾಕ್ ಹತ್ತಿರ ಬಸ್ ಆಫರೋಡ್ ಆಗಿರುತ್ತದೆ.,short,1,1,0.008840109274429039,0.2549905635090147,0.7361693272165565,1,0.0,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 26.7, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID007532,unplanned,vehicle_breakdown,mysore road,universityjunc(janabharti),jnanabharathi,west zone 1,0.3336037,short,medium,39.76,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,12.5,short,0,12.9357695,77.5134563,2024-01-06 02:24:11.040000+00:00,Ksrtc bus break down agiruttade sir,short,1,1,0.0,0.18886464737984698,0.8111353526201535,10,0.2,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 39.76, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID007534,unplanned,vehicle_breakdown,bellary road 2,yelhankabypass,yelahanka,north zone 1,0.19389012,medium,medium,41.43,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,9.018421052631577,medium,0,13.0850037,77.5944742,2024-01-06 05:26:19.155000+00:00,,medium,0,1,0.0,0.641004097651557,0.35899590234844253,19,0.05263157894736842,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 41.43, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID007536,unplanned,vehicle_breakdown,bellary road 2,yelhankabypass,yelahanka,north zone 1,0.3531902,short,medium,34.6,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,9.018421052631577,medium,0,13.080204,77.5924959,2024-01-06 06:39:55.949000+00:00,,medium,0,1,0.008420111006065666,0.4146989329312117,0.5768809560627229,19,0.05263157894736842,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 34.6, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID007542,unplanned,vehicle_breakdown,non-corridor,statebankofmysorejunc,upparpet,central zone 2,0.18567233,short,low,24.99,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,2.0999999999999996,short,0,12.9730421,77.5811612,2024-01-06 08:37:02.517000+00:00,Police eritiga vehicle wheel jam,short,0,1,0.0,0.34974948908511716,0.6502505109148828,6,0.0,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 24.99, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID007543,unplanned,vehicle_breakdown,mysore road,toll gate mysore road,chamarajpet,central zone 2,0.050596293,short,low,19.01,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,2.4499999999999997,short,0,12.9576689,77.5530492,2024-01-06 09:03:12.899000+00:00,Hgv vehicle off road agide sir incoming side traffic slow moving ide sir,short,0,1,0.0019224400871459696,0.14070985548078468,0.8573677044320696,7,0.0,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 19.01, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
